author,comment,date_time,sentiment,sentiment_score
@jhhutyu6383,Çok tatlı (so cute),2023-04-19T15:08:10Z,Positive 😊,0.5
@ameshuang6396,Has MJ lost some weight?🥺please take good care of ur body mama!,2023-04-19T15:06:51Z,Positive 😊,0.875
@minobu75,"I feel really bad, I&#39;m quite sick, but Ruda&#39;s cutenes made me feel better and smile, thank you very much. 🥰🥰🥰🥰",2023-04-19T14:59:22Z,Negative 😡,-0.071
@سيدعلي-ف7ح,عمري يا ورده   رودا القمر❤❤❤❤❤❤❤❤❤,2023-04-19T14:56:45Z,Neutral 😐,0.0
@osamu0000,🇫🇷Ruda😘👶☺️,2023-04-19T14:56:02Z,Neutral 😐,0.0
@คนเดินทาง-ฝ2ม,.การคุย..ยิ้ม..เธอช่างน่ารัก.. รุดาส่งมือถือให้KJ. แล้วร้องไห้ ผมอดขำไม่ได้ผมจำได้วันนั้น😂😂😂😂😂😂😂,2023-04-19T14:54:21Z,Neutral 😐,0.0
@charlie3444,아빠가 루다 잘 가르치네요. 혼낼 때는 혼내야돼요. 그래도 아빠가 루다 사랑하는 게 보여요,2023-04-19T14:52:13Z,Neutral 😐,0.0
@alizaraza6981,"I still remember how Ruda was once crying and shouting Appa while getting vaccinated and today she is saying <a href=""https://www.youtube.com/watch?v=BhWQO75zRd0&amp;t=256"">4:16</a> Appa I don&#39;t like you😂😂😂😂😂😂😂😂😂😂",2023-04-19T14:51:09Z,Negative 😡,-0.2
@지안-f3m,민정씨 살빼니까 더 예뻐요♡<br>귀여운 루다♡♡♡,2023-04-19T14:50:26Z,Neutral 😐,0.0
@fourshore502,lol KJ teaches ruda to say merci and then he says thank you himself,2023-04-19T14:50:16Z,Positive 😊,0.8
@user-wf4qj5lp6u,과자 뜯는게 뭐라고 이렇게 귀여운지.  루다 다 컸네  했는데 조거 뜯는거 보니까 마냥 아기같고 귀엽다 ㅋㅋ,2023-04-19T14:47:42Z,Neutral 😐,0.0
@maruchan2d593,Ruda parecia una adolescente con su papá 😂,2023-04-19T14:41:49Z,Neutral 😐,0.0
@maruchan2d593,Ruda parecia una adolescente con su papá 😂,2023-04-19T14:40:07Z,Neutral 😐,0.0
@maruchan2d593,Ruda parecia una adolescente con su papá 😂,2023-04-19T14:39:59Z,Neutral 😐,0.0
@corinneduquesne6433,"Je vous suis depuis la naissance de Ruda, je vous aime Corinne 🌹",2023-04-19T14:39:48Z,Neutral 😐,0.0
@kjykjj8695,불과 몇 달전까지만 해도 아직 아가몸(?)같았는데 이번 영상에선 이제 어린이느낌이 순간순간 보여요ㅠㅠ!!!!울 아가루다 천천히크렴ㅠㅜㅠㅠㅜㅜ👶,2023-04-19T14:37:03Z,Neutral 😐,0.0
@shineamuhammad6895,Omw she so adventurous and brave she one of a kind. Rude I&#39;m your fan baby ❤🥰,2023-04-19T14:34:49Z,Positive 😊,0.4
@chloechoi4095,ㅋㅋㅋㅋ 말괄량이 루다 ㅋㅋㅋㅋ 진짜 자기 표현잘하구 행복해하고 보는데 기분이 너무 좋아요!,2023-04-19T14:34:20Z,Neutral 😐,0.0
@mariainesfattepallas9286,Ruda es una niña maravillosa se adapta en todas las situaciones sin problema ❤❤,2023-04-19T14:33:50Z,Neutral 😐,0.0
@이재구-p4i,앞으로 아빠와 루다는 자주 싸울것같다!😂❤,2023-04-19T14:33:22Z,Neutral 😐,0.0
@In_ya,"All foreigners prefer to come to Paris 😭 it&#39;s normal that it&#39;s cold, you&#39;re in Paris, it&#39;s raining all the time, come to the south, it&#39;s hot and it has a beautiful sun 🥰 really me, I think that Paris doesn&#39;t  is not a good place to make someone love France 👍🏽 First fault it&#39;s expensive, second fault it&#39;s always not nice, then a lot of tourist traps, etc.  afterwards, I think that professionally, you have things to do and that explains everything",2023-04-19T14:31:56Z,Positive 😊,0.046
@sandramunozj8426,Ella es preciosa. Escucharla aprender tan rápido...wow!! Podías enseñarle a decir hola en español???? por favor...,2023-04-19T14:29:20Z,Neutral 😐,0.0
@남한강쏘가리,야 루다야 왜이리 마이컷노 ㅠㅠ<br>우리 쭈구리 루다 어디갔지?ㄱㄴㅋ<br>삼촌 주머니에 안들어 가겠다ㅠㅠ<br>항상 건강하게 커라 루다야,2023-04-19T14:28:57Z,Neutral 😐,0.0
@selvakaval8440,l love you ❤️ RUDA ♥️😘🇹🇷🇹🇷,2023-04-19T14:24:22Z,Positive 😊,0.5
@sofiaroyal,MJ you look so beautiful in Paris!!,2023-04-19T14:21:55Z,Positive 😊,1.0
@brandyrios3394,I love your videos but the translation banners have gotten so fast there isn&#39;t enough time to read them. I had to backtrack several times to be able to read them and some were so fast I still couldn&#39;t read them. Can you fix that or is that youtube?*<b>****</b> I have always been amazed at how Ruda chews food with her mouth closed. Even when she was a toddler she ate like that. I also love her manners. So nice to see parents teach their children respect. 🙂🙂,2023-04-19T14:19:48Z,Positive 😊,0.267
@fernandez4773,😊❤🥰💕💞🦋🦋🥰 que tierna ruda🥰,2023-04-19T14:18:25Z,Neutral 😐,0.0
@pizzicatoone2495,Bienvenue à Paris.,2023-04-19T14:16:40Z,Neutral 😐,0.0
@Deborah4Antiques,Even her parents can&#39;t leave her cheeks alone! Ruda is sunshine in the world! 🌅🌅🌅💖💖💖,2023-04-19T14:16:31Z,Neutral 😐,0.0
@sofiaroyal,"<a href=""https://www.youtube.com/watch?v=BhWQO75zRd0&amp;t=515"">8:35</a> aaaaaah!!!! she did a very good job 😂😂❤❤❤ it was honestly perfect pronouncing",2023-04-19T14:16:27Z,Positive 😊,0.955
@lavernejones4471,Poor Ruda was so tired. I was happy to see her cheerful again after getting some rest. I hope you have an amazing time in France! So exciting!🤗💜,2023-04-19T14:15:17Z,Positive 😊,0.23
@rafiakhanam61,Where are you right now?? Because i live in France and i want to meet you all,2023-04-19T14:14:33Z,Positive 😊,0.211
@edwjoolee,"Ruda is only 3 years old but has already traveled to Australia, the U.S.(Hawaii), Czech Republic, Austria, Germany and now France. Wow!",2023-04-19T14:12:16Z,Positive 😊,0.075
@kpoploverbts2427,"If you read my comment, i suggested to you MOROCCO( chefcheouan, ifran,marrakech, tangier, Rabat, sahara desert ,.....) , it&#39;s a wonderful contry .<br>It will be a really nice experience for you .<br>💃💃 😊😊 ❤❤",2023-04-19T14:12:03Z,Positive 😊,0.8
@늘지금처럼-q4w,그냥 궁금해서 그러는데 두분 직업이 어떻게되나요? 또하나 유튜브수익이 어느정도 되시나요?,2023-04-19T14:11:07Z,Neutral 😐,0.0
@maurawinnifred3781,She is so beautiful,2023-04-19T14:10:48Z,Positive 😊,0.85
@sofiaroyal,Welcome to France 🇫🇷 🇫🇷❤❤ I hope you guys have a great and sweet time in here and stay safe and healthy❤,2023-04-19T14:07:43Z,Positive 😊,0.613
@tnqls_23,루다 진짜 늘 그렇듯 너무 귀엽고 ㅠㅠㅠㅠ 민정님 경진님 더 예뻐지시고 잘생겨지신 것 같아요..!!! 다이어트 동기부여 얻고 갑니다 흡흡 !!!!!,2023-04-19T14:06:42Z,Neutral 😐,0.0
@arindersidhu6725,Nice video 🎉❤😊👍🏼,2023-04-19T14:06:42Z,Positive 😊,0.6
@julialo3727,"Любимая Рудочка, не плачь, всё хорошо, тебе просто надо немного отдохнуть💖Я очень люблю Францию, и если бы знала, что ты будешь в Париже, то обязательно приехала бы туда😘❤🌷",2023-04-19T14:05:54Z,Neutral 😐,0.0
@worse-confusion,"<a href=""https://www.youtube.com/watch?v=BhWQO75zRd0&amp;t=610"">10:10</a> 사랑스러워하는 아빠의 손  .  루다야 아프지말고 다치지말고 잘 놀다와~",2023-04-19T14:03:35Z,Neutral 😐,0.0
@박사라-m4u,루다네 가족들은 여행 <br>자주 다녀서 부럽네요 <br>프랑스 루다는 어릴때<br>부터 외국으로  여행<br>다녀고 부모님 잘 만나서 많은 혜택을 누리며 삽니다<br>하늘나라 여행도 하세요<br>예수님 믿고서 새로운 여행이 시작 되어지지요~~,2023-04-19T14:02:41Z,Neutral 😐,0.0
@priyankach2000,"By the time Ruda grows up, she would&#39;ve finished travelling the entire world. ❤🤓",2023-04-19T14:00:55Z,Neutral 😐,0.0
@코코-v7s2m,"아빠, 먹어!☝🏻 우리 같이 먹자~🖐🏻",2023-04-19T13:59:46Z,Neutral 😐,0.0
@Whimxcal,💌💌💌,2023-04-19T13:58:33Z,Neutral 😐,0.0
@christinelionnet1859,"Oh oh  Ruda , Mj, Kj bienvenue en France.",2023-04-19T13:55:54Z,Neutral 😐,0.0
@allblm9934,Watching RUDA grow up from Houston Texas has been a great joy!!❤,2023-04-19T13:53:52Z,Positive 😊,0.8
@bibbidibambidiboo5208,그래도 밤엔 더 이쁠껄요?!!!~😅 🌃❤❤❤❤❤,2023-04-19T13:52:51Z,Neutral 😐,0.0
@valyepack5392,OH WELCOM SURE PARIS FRANCE,2023-04-19T13:52:11Z,Positive 😊,0.5
@bibbidibambidiboo5208,아이구 우리 멍루다ㅋㅋㅋ ❤❤❤❤❤,2023-04-19T13:51:48Z,Neutral 😐,0.0
@체리-c9z,메르찌 너무 귀엽다ㅋㅋㅠㅠ🫶🏻,2023-04-19T13:50:33Z,Neutral 😐,0.0
@purple_heart_14,"When Ruru also needs to have a seatbelt.. 😂😁 Ruru is so lucky enough to have you, Ruda.. 🤗 So sweet of you.. 😊❤",2023-04-19T13:47:49Z,Positive 😊,0.228
@marianailiescu1235,Ruda te pup și te iubesc mult ❤❤❤❤❤❤,2023-04-19T13:47:18Z,Neutral 😐,0.0
@archvizpro,❤❤❤,2023-04-19T13:46:44Z,Neutral 😐,0.0
@marianailiescu1235,😭😭😭😭😭😭😭😭😭😭😭,2023-04-19T13:46:33Z,Neutral 😐,0.0
@lexluwakluwhocare2410,"I dont know why i am so hate with kj, if kj make ruda cry and angry ....haish..pls dont do anything make ruda cry and angry pls..last warning for kj..not mj...haha",2023-04-19T13:46:31Z,Negative 😡,-0.6
@lexluwakluwhocare2410,Hahaha .ruda so funny and cute....i not boring watching all lee ruda video..hahhaha..good joob ruda..,2023-04-19T13:44:41Z,Positive 😊,0.317
@MostlyBuicks,You can see MJ has lost weight. Congratulations.,2023-04-19T13:41:19Z,Neutral 😐,0.0
@sampras9216,Bon séjour et faites attention à vous 3 !!!,2023-04-19T13:36:19Z,Neutral 😐,0.0
@baguezi8055,와 민정님 인스타로 파리갔다고 몇 일 전에 봤는데 벌써 영상이 올라오다니 정말 열일하시네요😂💛 최최고🫶,2023-04-19T13:35:47Z,Neutral 😐,0.0
@pumagutten,"Ruda obviously gets a lot of the positive comments, but as I have done before I would also like to praise MJ again. Her comment about using the local language probably made all of France fall in love with her, and look at her eyes at <a href=""https://www.youtube.com/watch?v=BhWQO75zRd0&amp;t=814"">13:34</a>! Wow, what a beauty she is!",2023-04-19T13:35:12Z,Positive 😊,0.195
@sarahmian5264,Welcome to France hope you have a great time...your daughter has been to more countries than me!,2023-04-19T13:34:56Z,Positive 😊,0.742
@abdullahkozmaoglu3852,❤❤❤❤❤❤❤❤❤prenses ruda😘🥰😍❤️😍🥰😘😘,2023-04-19T13:32:20Z,Neutral 😐,0.0
@carisma6187,Hope you guys enjoy or enjoyed your stay! If still there be careful and mindful of the dirty streets 😢 riots have been out breaking and we wouldn’t want you guys to get hurt ❤ with that stay happy and healthy!,2023-04-19T13:28:31Z,Positive 😊,0.292
@danaluckystar,아빠 불어 발음이 ㅎㅎㅎㅎ,2023-04-19T13:26:00Z,Neutral 😐,0.0
@lohaavlohaav8289,احبكم❤,2023-04-19T13:25:41Z,Neutral 😐,0.0
@mimie8996,🥰🥰🥰🥰🥰🥰,2023-04-19T13:24:46Z,Neutral 😐,0.0
@thomasgeorges4863,i wish your family a good stay in france and enjoy it!😀❤❤❤,2023-04-19T13:23:00Z,Positive 😊,0.55
@Skyarayahaneul,Omg i was so excited to see the video when I saw you were coming to France cause I live in France !!!! Welcome RUDA’s family,2023-04-19T13:22:06Z,Positive 😊,0.503
@danaluckystar,루다가 지도도 알아보내,2023-04-19T13:19:30Z,Neutral 😐,0.0
@funkychilli7086,I am looking forward to this france series 😳 ❤❤❤❤😊,2023-04-19T13:16:01Z,Neutral 😐,0.0
@christellehenault7797,Bienvenue dans ma si jolie ville de Paris. Un seul regret ne pas avoir croisé Ruda et ses parents près de l&#39;ours dans le quartier du marais 😢,2023-04-19T13:15:16Z,Neutral 😐,0.0
@thefinalsentence,우리 루다 울지망 삐순이여도 귀여운 애기♡,2023-04-19T13:13:57Z,Neutral 😐,0.0
@kimrand5220,Cute😍😘😚😙❤💋,2023-04-19T13:13:42Z,Neutral 😐,0.0
@ssssssin,민정님 컨디션 안 좋으신게 보이네요 볼살이 다 빠졌어요 ㅠㅠ 건강 되찾길 바라요 영상 감사해요,2023-04-19T13:11:49Z,Neutral 😐,0.0
@engr100viki5,ruda 😘🥰💙🐥,2023-04-19T13:07:50Z,Neutral 😐,0.0
@TheSandartist,우와...평소 걷던 길을 루다가 걸었다고 생각하니 뭔가 설레네요!!! 즐겁고 행복한 일 가득한 여행되길 바래 루다야!!,2023-04-19T13:06:09Z,Neutral 😐,0.0
@davey1728,Tired voice Ruda😮😢  what a fun trip!!!❤,2023-04-19T13:05:37Z,Negative 😡,-0.05
@전희재-l8n,루다 집중할때 숨소리 너무 귀여워요 ㅎㅎㅎ,2023-04-19T13:05:31Z,Neutral 😐,0.0
@MaT-sw7ip,Viel Spaß in Paris liebe  Grüße aus Deutschland ❤️ ❤️,2023-04-19T13:03:48Z,Neutral 😐,0.0
@정은희-p6p,❤❤❤❤❤,2023-04-19T13:03:15Z,Neutral 😐,0.0
@해피컴온,"우리 루다는 투정 부리는 것도 이쁘고 삐지는 것도 이쁘고 어쩔까 ? 다 이쁘네 사랑스러워,이유있는 투정이 너무귀여워 .",2023-04-19T13:00:04Z,Neutral 😐,0.0
@robbiadragonfly909,Please come to Italy! ❤❤❤,2023-04-19T12:59:25Z,Neutral 😐,0.0
@waschtag,What happened to Ruda&#39;s beautiful long hair? 😢,2023-04-19T12:58:08Z,Positive 😊,0.4
@zakhragulamova9152,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,2023-04-19T12:57:11Z,Neutral 😐,0.0
@glorisol3805,"When you feel tired and sleepy and you are waken up at a very young age, you don&#39;t have the same disposition as an adult to just get up and get going at full speed. Please be patient, daddy, don&#39;t make beautiful little Ruda cry! 😢<br>Thank you for the video! Enjoy France beautiful family! ❤",2023-04-19T12:56:54Z,Positive 😊,0.237
@its.___nata,Sa fait plaisir que ruda aprecis être en France ❤,2023-04-19T12:56:53Z,Neutral 😐,0.0
@on__haru,갑자기 산옷도 찰떡같이 잘어울리는 루다❤남은 여행도 잘하고 돌아와요😊,2023-04-19T12:55:09Z,Neutral 😐,0.0
@넘기지마-i2f,ㅠ 늦게 왔네요😢<br>엉상 재밌고 루다 너무 기여워요❤❤😊😊,2023-04-19T12:54:09Z,Neutral 😐,0.0
@lydiaanwar8180,"Bonjour madame et monsieur, Bonjour petite Ruda. Je viens de voir votre vidéo, à Paris. C&#39;était vraiment génial. Je suis contente que vous sachiez un peu parler ma langue, le français. J&#39;espère que Paris vous plaît ? Ici, surtout en ce moment, le temps n&#39;est pas très favorable. Il pleut beaucoup en ce mois d&#39;avril. Je vous souhaite une bonne journée à et à toi, petite Ruda. ❤❤. Bon séjour et profitez bien ces bons moments en famille. Je vous dis au revoir. À la prochaine vidéo. ❤❤",2023-04-19T12:53:50Z,Neutral 😐,0.0
@Davey08ful1,How lucky RUDA is to go to Paris!!!   Have fun family and thanks again for sharing!  Hope to see more in France soon.  🗼🎠✈☔,2023-04-19T12:53:11Z,Positive 😊,0.425
@michaelabrandt8135,👌💕💕😘,2023-04-19T12:51:07Z,Neutral 😐,0.0
@gabrielekamps7839,Hier in Deutschland bei Frankfurt am Main scheint die Sonne .,2023-04-19T12:48:47Z,Positive 😊,0.167
@FRKLY,“Merci” -Ruda ❤,2023-04-19T12:48:36Z,Neutral 😐,0.0
@vinayaksasane7116,Oh my lovely sweet Ruida...! fall in love with little angel...! Addicted to see her everyday...! lots of love from India...!  God bless our sweet Angel Ruda.,2023-04-19T12:48:22Z,Positive 😊,0.191
@vivialbuquerque8984,Quando a minha princesa chora eu fico de 💔Te amo florzinha! 😍🇧🇷😍🇧🇷😍🇧🇷😍🇧🇷😍🇧🇷😍🇧🇷😍🇧🇷😍🇧🇷😍🇧🇷,2023-04-19T12:48:12Z,Neutral 😐,0.0
@gabrielekamps7839,Das ist der Jetlag von der Ruda . Und die Zeitumstellung,2023-04-19T12:47:46Z,Neutral 😐,0.0
@angelacacciatore8932,Come sei sensibile cara Ruda ❤😊🎉🎈☺️,2023-04-19T12:47:23Z,Neutral 😐,0.0
@sirishpm8858,Plz visit India,2023-04-19T12:46:17Z,Neutral 😐,0.0
@Uniquecapture,Do you guys plan to visit the UK at some point?,2023-04-19T12:46:11Z,Neutral 😐,0.0
@아잉-i3j5q,민정님 미모 무슨일이에요❤ 루다는 오늘도 귀엽❤,2023-04-19T12:46:08Z,Neutral 😐,0.0
@겨울사과-n4c,"<a href=""https://www.youtube.com/watch?v=BhWQO75zRd0&amp;t=720"">12:00</a> 너무 사랑스럽다ㅠ",2023-04-19T12:44:52Z,Neutral 😐,0.0
@chelomartinbellido9910,Pensé que era un traje de<br> flamenco(baile)💃💃💃💃💃💃,2023-04-19T12:42:23Z,Neutral 😐,0.0
@bepje18158,Ruda our sweet global trekker very tired after so many miles and jetlag😴but still standing strong though💪👏👍🤩🥰❤🌞🌻,2023-04-19T12:40:26Z,Positive 😊,0.153
@rajiv7623,Enjoy the happy  family trip mj kj and ruda,2023-04-19T12:39:33Z,Positive 😊,0.6
@dianematlock7922,Ask her to tell her dream...ask her did I wake you from a dream?  What did you dream?  Distract her from her tears as she is very expressive and willing to express herself...<br>Babies experience jet lag too! 🤗,2023-04-19T12:35:45Z,Positive 😊,0.656
@쪽쪽이-e1n,와....벌써 외국몇번째야....<br>우리루다 좋겠다♡이모가 부럽다ㅜㅜㅜ<br>좋은추억만들으렴~,2023-04-19T12:34:47Z,Neutral 😐,0.0
@gipff2427mmm,루다 울면 안도ㅑㅜ  너가 울면 엄마 아빠는 100배 힘들어,2023-04-19T12:34:42Z,Neutral 😐,0.0
@shehzadimalikmanzoor4987,Ruda is so cute and beautiful mashallah love from Pakistan ❤❤❤❤❤,2023-04-19T12:34:09Z,Positive 😊,0.617
@moweems5802,So Ruda&#39;s enemy is jet lag.  It obviously makes her grouchy.,2023-04-19T12:31:45Z,Neutral 😐,0.0
@marianneprescott1497,Ru Ru is a wonderful travel companion. Poor baby she is so tired and trying to be a good traveler any way.,2023-04-19T12:31:02Z,Positive 😊,0.225
@힙은롱,"아고 우리콩수니 루다 너무 예쁘다❤<br>쌍둥이 애기들 재우고 육퇴 후 보고있어요 〰️!<br>민정님한테 딸둥 임신햇다고 한게 엊그제같은데,,,,,,, ❤벌ㅋ써 135일 됬습니다 ㅎㅎ 우리 푸른하늘이도 루다처럼 밝고 예쁜 아이가 되길 바라고잇어용",2023-04-19T12:30:33Z,Neutral 😐,0.0
@ivonete6641,Bom dia! A princesa Ruda tem milhares de milhas com 2 anos e eu não nenhuma sequer😅😅,2023-04-19T12:29:12Z,Neutral 😐,0.0
@claudineelbaz4163,Bienvenu ruda en France❤,2023-04-19T12:29:02Z,Neutral 😐,0.0
@shirleynaidu7723,"Where in the world is the little munchkin today.<br>Well, well, well it&#39;s time the fashionista took a trip to the fashion capital of the world and she lived up to expectations too. First day there and she&#39;s shopping😂😂. There&#39;s no changing her mind once she&#39;s made her selection, the flamingo top and glittery swimsuit had to be purchased at once. She&#39;s not interested in coming back to get it, what if it got sold out mum and dad!!! She can&#39;t go back home without those  fashionable French flamingos🦩🦩😉.  <br>Crabby at first, due to the long flight and economy class seats (one has to understand that once you fly first class you can&#39;t expect the little munchkin to appreciate economy thereafter). Poor dad, as usual, bore the brunt of her displeasure. Everything he said or did raised her ire a little more. What&#39;s the poor long-suffering guy to do.🤔🤫.<br>Loved her attempt at the local dialect. She&#39;s a quick study, acclimates easily to every place she travels. <br>She is now officially a jet setting, globetrotting, trend setting, fashion forward, Ruru accompanied, local cuisine enjoying, ice-cream loving, hanbok wearing, heart winning,  South Korean little ambassador. 😵‍💫🥴🤯❤😅<br>Be safe, enjoy your trip. Maybe some day in the not so distant future I&#39;ll be able to rub elbows with  my favorite little YouTube starlet in my country😉😊😊🥰❤.<br>PS. Ruda dear, some of those pesky pooping pigeons of Hawaii seem to have emigrated to Paris. Hope they&#39;ve changed to posh Parisienne pigeons and use the potty to poop🙈.",2023-04-19T12:27:37Z,Positive 😊,0.134
@Ratatou_2,아 ㅜㅠㅠ루다 ㅇ우는거 넘 귀욥다........진ㅋ자진짜진따 지구뿌셔,2023-04-19T12:23:58Z,Neutral 😐,0.0
@kkkkkk9511,민정님 해외에 가실때마다 아프셔서 속상하네요.  일과 육아를 함께하시는 민정님 모습에 전업주부인 저에게 좋은자극이 되고있어요.   진정부부는 정말 멋지고♡ 루다는 너무 사랑스럽고♡  새로운 영상+예전 영상들 볼 때마다 힐링합니다.,2023-04-19T12:23:58Z,Neutral 😐,0.0
@조신옥-d2e,와우~좋겠다🤗🤗🤗 루다씨 엄빠랑 프랑스 여행을 시작했군요.<br>어디를 가든  루다의 미모는 빚나네요 아우 사랑스러워❤️❤️<br>과자 까먹는 모습이 넘 귀엽고<br>사랑스럽네요. MJ님도 다이어트 성공하셨네요. 살도 마니 빠지고 더 예뻐지셨어요.<br>루다네 덕분에 아름다운 에펠탑도 구경하고 좋습니다🥳🥳<br>아무쪼록 가족 모두 건강하게<br>좋은 추억 마니 만들어 오세요💖💖💖,2023-04-19T12:23:34Z,Neutral 😐,0.0
@MELLOling,"<a href=""https://www.youtube.com/watch?v=BhWQO75zRd0&amp;t=731"">12:11</a> 우리같이먹자 웰케 귀여운거야 ㅠㅠㅠㅠ 표정이랑 제스쳐🫶🫶🫶🫶",2023-04-19T12:23:07Z,Neutral 😐,0.0
@Drahocam1,"Be careful!!  France is not very safe now.  People there are bloody demonstrating against the pension reform in many places.  So that&#39;s why I say be careful!!  Otherwise, enjoy!!  France has many beautiful places and monuments.  I hug all three of you and send many greetings from the Czech Republic.  Zdenka sr.❤🍀🙏",2023-04-19T12:22:14Z,Positive 😊,0.186
@yohancho2949,경진님 울다가 웃으면 엉덩이에 뿔난다는 말은 처음 들어요... 그게 아니고 구멍에 ㅌ... 응?!,2023-04-19T12:22:10Z,Neutral 😐,0.0
@ГаляИванова-х2с,"Мама с папой опять отправились в очередное путешествие вместе с Рудочкой! Новая страна, новые знакомства и впечатления! Это наверное деловая поездка у родителей. Желаю тёплой погоды, приятного досуга. 🗼🌞",2023-04-19T12:19:33Z,Neutral 😐,0.0
@alskok19a91,❤❤❤❤❤❤❤❤❤,2023-04-19T12:19:29Z,Neutral 😐,0.0
@naveenkumarkatkoju774,Amazing view you had from hotel..❤❤,2023-04-19T12:18:32Z,Positive 😊,0.6
@tinekekalkwiek6517,I like it. I love Paris 😊,2023-04-19T12:14:26Z,Positive 😊,0.5
@fati_la9080,Vous êtes en France 🇫🇷 <br>Elle doit sentir les mauvaises énergies de la France . C’est la guerre civil bientôt…<br>Vous étiez à Beaugrenelle j’habite pas loin ❤,2023-04-19T12:11:17Z,Neutral 😐,0.0
@if_u_want,"프랑스 가셨다고 해서 얼른 에피소드 보고싶었는데 이렇게 빨리 올라올줄이야! 너무 좋아요ㅋㅋㅋㅋㅋㅋ 루다 아빠한테 초콜릿주면서 손짓하는거 너무기여워요,,,ㅜ 경진님도 살빠지셨나요? 두분 다 너무 멋잇어요!",2023-04-19T12:11:02Z,Neutral 😐,0.0
@leecarmen828,好好喔 法國<br>感覺好棒<br>真希望有熟悉法國的朋友可以一起去自助旅遊~,2023-04-19T12:10:39Z,Neutral 😐,0.0
@wpl8275,Key words to remember in France. Bonjour = good day/hello. Merci = thanks. S&#39;il vout plait = Please. Pain &quot;pan&quot; = bread. Bonne nuit &quot;bon nwee&quot; = good night.,2023-04-19T12:10:19Z,Positive 😊,0.4
@뿌까-p3j,❤❤❤❤❤❤❤💕💕💕❤️‍🩹🤍❤️‍🩹❤️‍🩹🤍❤️‍🩹🤍❤️‍🩹🤍❤️‍🩹🤍💜🤍🧡🤍🧡🤍❤️💗❤️💗❤️💗❤️💗❤️💗❤️💓💙💓💙💟💛💟💓💞💟💓❤️‍🩹🤍❤️‍🩹💕❤️‍🩹💕💕🤍🤍🤍💝💝💕💕,2023-04-19T12:10:13Z,Neutral 😐,0.0
@Sugers,Content de vous voir dans mon pays ! Quand date cette visite ?,2023-04-19T12:10:12Z,Neutral 😐,0.0
@gracielafabro1255,"Que preciosa mi 👼.<br>Me encantaría vinieses a España y sobretodo a Zaragoza, conmigo tenéis casa y comida.<br>Con disfrutar de mi Ruda ya me parecería un lujo.<br>Gracias, hacéis a Ruda visitar mucho mundo.<br>Dios os bendiga siempre ❤❤❤❤❤",2023-04-19T12:10:04Z,Neutral 😐,0.0
@carolkontur1442,"That&#39;s great,you are teaching her different languages. My grandkids are Chinese,and know at least four different languages. Important for the future.",2023-04-19T12:09:01Z,Positive 😊,0.02
@maritega8708,Merci à Ruda et à ses parents pour leurs visites en France et merci pour toutes vos vidéos qui me sont utiles pour l&#39;apprentissage de la langue coréenne. Bon séjour dans mon pays,2023-04-19T12:06:32Z,Neutral 😐,0.0
@홍경석-j5b,갑자기 파리  헉  여튼 축하 드려요,2023-04-19T12:04:42Z,Neutral 😐,0.0
@peachapple960,C&#39;est l&#39;heure de parler français !!!!! 🇨🇵🇨🇵🇨🇵<br><br>J&#39;ai découvert via Instagram que vous étiez en France ! Je n&#39;y revenais pas <br><br>J&#39;espère que vous passerez un agréable séjour sur Paris malgré le climat quelque peu tendu 🤗<br><br>J&#39;aurais aimé prendre le premier train et monter sur Paris vous rencontrer et vous dire à quel point j&#39;apprécie vos vidéos et les moments que vous partagez avec nous... Mais j&#39;ai trop de respect pour votre vie privée pour le faire 🥲<br><br>Alors le simple fait de savoir que vous êtes/étiez à 1h30 de là où je vis suffit à me réchauffer le cœur ❤️ Peut-être aurais-je la chance de vous de croiser si vous faites un tour du côté de Nancy ~~<br><br>Profitez bien !,2023-04-19T12:04:38Z,Neutral 😐,0.0
@alanna7021,Oh little traveller Ruda ❤ its so funny how cranky she is with KJ just cause he committed the cardinal sin of forgetting to strap in her stuffy RuRu 😂 Cant wait to see more of the France adventures!,2023-04-19T12:03:08Z,Positive 😊,0.229
@nathalieleglise4331,Bienvenue en France,2023-04-19T12:00:42Z,Neutral 😐,0.0
@puilamcheung4835,"Ruda, why r u crying again while eating? I understand that u are rather tired when arrived France due to jet lag and so u wanna eat something that r cooled down…. But, u shouldn’t lose temper towards ur dad, or else will make him get annoyed with u…….😢😢and u shouldn’t say something against him as well…… do u understand? Huh.  If u insist on this, ur parents will no longer  take care of u…… and I will definitely get annoyed with u as well (sorry for saying that)",2023-04-19T12:00:17Z,Negative 😡,-0.289
@음없-t9q,루다 울리지마세요 너무 마음이아프네요😢😢,2023-04-19T11:59:41Z,Neutral 😐,0.0
@shine2satl,에펠탑보다 풍선이 좋은 루다 ㅋㅋㅋㅋㅋ 넘 귀엽❤,2023-04-19T11:59:34Z,Neutral 😐,0.0
@corinnemelody5111,😊 bonjour <br>💝 Ruda et ses parents en France  ✌ je vous souhaite un bon séjour  avec beaucoup de bonnes choses 💛💚💗 Ruda la jolie princesse a fait de jolies achats ☺️<br>Merci <br>👋👋👋 à  bientôt,2023-04-19T11:59:28Z,Neutral 😐,0.0
